age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country
28,Self-emp-not-inc,107458,HS-grad,9,Married-spouse-absent,Craft-repair,Own-child,White,Male,0,0,45,United-States
36,Local-gov,592930,Assoc-acdm,9,Divorced,Transport-moving,Husband,White,Female,0,0,50,Puerto-Rico
30,Private,103596,11th,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,99,United-States
30,Local-gov,203488,11th,10,Separated,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
31,Private,133861,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States
32,Private,183356,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
39,Self-emp-not-inc,553588,Prof-school,9,Married-AF-spouse,Craft-repair,Husband,White,Male,0,1848,40,United-States
44,Private,159911,7th-8th,4,Married-civ-spouse,Other-service,Unmarried,White,Female,0,0,55,United-States
57,Without-pay,190554,5th-6th,6,Divorced,Exec-managerial,Own-child,White,Female,0,0,60,Mexico
64,Self-emp-inc,213574,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2635,0,10,United-States
22,Private,117779,Doctorate,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States
39,State-gov,152307,Bachelors,13,Never-married,Prof-specialty,Husband,White,Male,0,0,40,United-States
32,Self-emp-not-inc,46691,Some-college,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States
58,Without-pay,310085,9th,6,Divorced,Transport-moving,Husband,White,Male,0,0,40,United-States
35,Self-emp-not-inc,95639,7th-8th,7,Married-civ-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,0,0,4,United-States
19,Private,105460,7th-8th,10,Married-spouse-absent,Other-service,Own-child,White,Male,0,0,20,United-States
34,Private,114639,11th,10,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,20,United-States
20,Private,385077,12th,8,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
52,Self-emp-not-inc,254285,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
58,Local-gov,292710,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,36,United-States
47,Self-emp-not-inc,202560,Assoc-acdm,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
18,Private,229296,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States
21,Private,222993,Preschool,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
67,Federal-gov,73559,5th-6th,9,Divorced,Exec-managerial,Husband,White,Male,9386,0,50,United-States
53,Local-gov,139671,Prof-school,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
38,Private,446654,9th,5,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Mexico
29,Private,81057,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
32,Federal-gov,193285,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
49,Without-pay,38563,HS-grad,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,56,United-States
31,Private,159123,Bachelors,13,Married-AF-spouse,Prof-specialty,Own-child,White,Male,0,0,60,Yugoslavia
20,Private,208908,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
52,Private,208570,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
24,Private,267945,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
31,Private,183778,Masters,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States
24,Private,112706,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States
53,Federal-gov,167410,Assoc-acdm,13,Divorced,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States
44,Self-emp-not-inc,204314,HS-grad,9,Married-AF-spouse,Other-service,Wife,Black,Male,0,0,38,United-States
49,Local-gov,32825,12th,9,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,70,United-States
29,Private,243660,HS-grad,9,Never-married,Transport-moving,Husband,White,Male,0,0,50,United-States
23,Private,112683,Masters,10,Never-married,Sales,Own-child,White,Female,0,0,12,United-States
32,Local-gov,115066,10th,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,60,India
20,Private,162151,5th-6th,9,Widowed,Sales,Own-child,Black,Female,0,0,20,United-States
24,Private,49218,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
52,Private,226084,Preschool,9,Widowed,Priv-house-serv,Other-relative,White,Female,0,0,40,United-States
32,Private,211239,7th-8th,10,Divorced,Exec-managerial,Wife,White,Female,0,0,40,United-States
32,Private,236543,12th,8,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0,0,40,Mexico
51,Federal-gov,257756,11th,9,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,50,United-States
50,Without-pay,378747,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States
25,Private,141876,Bachelors,13,Widowed,Prof-specialty,Own-child,White,Female,0,0,40,United-States
46,Federal-gov,43206,Assoc-voc,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,50,United-States
19,Private,236396,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
34,Private,228873,Bachelors,13,Widowed,Exec-managerial,Own-child,White,Male,0,0,40,United-States
17,Self-emp-inc,566049,Masters,6,Widowed,Other-service,Own-child,White,Male,0,0,8,United-States
31,Private,137290,Preschool,13,Married-spouse-absent,Prof-specialty,Husband,Black,Male,0,0,55,United-States
47,Self-emp-not-inc,192984,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
31,State-gov,113364,HS-grad,9,Married-spouse-absent,Craft-repair,Husband,White,Male,0,0,40,United-States
51,Self-emp-inc,104651,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
28,Without-pay,112403,Bachelors,13,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States
25,Local-gov,190107,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,1719,16,United-States
28,State-gov,319027,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States
61,Without-pay,93997,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Italy
68,Private,152053,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,48,United-States
23,Self-emp-not-inc,49296,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States
40,Self-emp-not-inc,163512,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,8,Guatemala
27,Private,105598,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
49,Federal-gov,122493,Prof-school,9,Widowed,Tech-support,Unmarried,White,Male,0,0,40,United-States
21,Private,226181,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
38,Without-pay,296212,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
35,Federal-gov,183898,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,7298,0,50,United-States
62,Private,84756,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States
27,Private,57092,9th,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States
30,Private,163867,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
26,Private,40915,Bachelors,13,Separated,Other-service,Not-in-family,White,Female,0,0,25,United-States
24,Private,249351,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
47,Self-emp-not-inc,102628,11th,14,Married-spouse-absent,Exec-managerial,Husband,White,Male,15024,0,55,Peru
22,Private,199426,Assoc-acdm,10,Never-married,Sales,Not-in-family,White,Male,0,0,17,United-States
58,Self-emp-inc,275859,11th,9,Separated,Craft-repair,Unmarried,Asian-Pac-Islander,Male,8614,0,52,Mexico
33,Private,119033,10th,5,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
32,Private,349365,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,0,0,65,United-States
41,Federal-gov,108945,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Female,14344,0,40,United-States
47,Local-gov,246891,Assoc-acdm,13,Married-spouse-absent,Protective-serv,Husband,White,Male,0,0,40,United-States
47,Private,63225,1st-4th,2,Divorced,Other-service,Not-in-family,White,Female,0,0,15,United-States
41,Local-gov,38876,10th,12,Married-spouse-absent,Farming-fishing,Husband,White,Male,0,1977,50,United-States
38,Private,99138,Bachelors,13,Married-AF-spouse,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States
44,Private,367749,1st-4th,2,Never-married,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,El-Salvador
38,Private,204527,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
25,State-gov,108542,5th-6th,10,Married-spouse-absent,Priv-house-serv,Husband,White,Male,0,0,40,United-States
44,Federal-gov,178510,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,2258,60,United-States
54,State-gov,104421,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
26,Private,421561,11th,7,Married-civ-spouse,Protective-serv,Other-relative,White,Male,0,0,25,Cambodia
46,Self-emp-not-inc,525848,11th,7,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,48,United-States
33,Local-gov,250782,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
30,Private,176123,10th,6,Never-married,Machine-op-inspct,Other-relative,Other,Male,0,0,40,Vietnam
24,Private,215712,Some-college,10,Never-married,Other-service,Wife,White,Male,0,0,35,United-States
17,Private,73145,HS-grad,5,Never-married,Craft-repair,Own-child,White,Female,0,0,16,United-States
51,Private,231495,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,55,United-States
26,Self-emp-inc,227858,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,48,United-States
55,Private,202559,Bachelors,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,35,Philippines
39,Without-pay,77146,Doctorate,10,Married-spouse-absent,Sales,Husband,White,Male,0,0,55,Nicaragua
42,Self-emp-not-inc,201785,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
25,Federal-gov,50053,Some-college,13,Married-AF-spouse,Tech-support,Not-in-family,White,Male,0,0,45,United-States
26,Private,240842,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Unmarried,Black,Female,0,0,40,Dominican-Republic
32,Private,194740,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1902,40,United-States
49,Private,274200,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,72,United-States
40,Private,291300,Assoc-voc,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Puerto-Rico
26,Private,264300,Assoc-acdm,12,Married-AF-spouse,Adm-clerical,Own-child,White,Female,0,0,40,United-States
44,Local-gov,145522,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
39,Private,260084,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,24,United-States
41,Self-emp-inc,240124,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
42,Private,36271,Prof-school,13,Married-AF-spouse,Sales,Not-in-family,White,Male,0,0,40,United-States
64,Private,119506,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,15,United-States
43,State-gov,163434,Preschool,13,Divorced,Protective-serv,Husband,Other,Male,0,0,55,United-States
43,Private,50356,Some-college,10,Divorced,Craft-repair,Husband,White,Male,0,1485,50,United-States
52,Private,35305,7th-8th,4,Never-married,Transport-moving,Unmarried,White,Female,0,0,7,United-States
17,Self-emp-inc,327434,10th,6,Never-married,Sales,Husband,White,Male,0,0,20,United-States
37,Self-emp-not-inc,197429,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,0,0,45,United-States
45,Self-emp-not-inc,188694,HS-grad,9,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,40,United-States
46,Private,200734,Some-college,10,Divorced,Prof-specialty,Own-child,Black,Female,0,0,35,Trinadad&Tobago
18,Self-emp-not-inc,58700,9th,5,Never-married,Farming-fishing,Other-relative,Other,Male,0,0,40,Mexico
38,Private,209609,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,India
22,Private,313730,Assoc-acdm,12,Never-married,Farming-fishing,Not-in-family,Black,Female,0,0,40,United-States
51,Self-emp-inc,193720,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,56,United-States
22,Private,126613,Doctorate,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States
21,Private,203914,Some-college,10,Never-married,Craft-repair,Own-child,White,Female,0,0,10,United-States
36,Private,263896,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
41,Private,302122,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States
26,Private,339423,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
47,Private,176917,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States
46,Without-pay,174224,Assoc-voc,11,Married-AF-spouse,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States
35,Federal-gov,334291,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
46,Federal-gov,360096,Doctorate,13,Widowed,Exec-managerial,Husband,White,Male,15024,0,60,United-States
44,Private,291566,HS-grad,9,Never-married,Sales,Not-in-family,Black,Male,0,0,60,United-States
32,Self-emp-inc,169152,Assoc-voc,11,Married-AF-spouse,Exec-managerial,Not-in-family,White,Female,10520,0,80,Greece
30,Private,58597,12th,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,44,United-States
50,Private,221495,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
28,Self-emp-not-inc,190391,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States
55,State-gov,227856,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,50,United-States
32,Private,202729,Preschool,9,Married-civ-spouse,Transport-moving,Own-child,White,Male,0,0,40,United-States
32,Private,124420,5th-6th,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
27,Private,226441,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Female,0,0,40,United-States
27,State-gov,230922,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,Scotland
44,Local-gov,175485,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,12,United-States
23,Private,45317,Some-college,10,Separated,Sales,Own-child,White,Female,0,0,40,United-States
22,Private,205970,10th,6,Separated,Other-service,Unmarried,White,Female,0,0,35,United-States
21,Local-gov,96061,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States
56,Local-gov,41100,Some-college,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
22,State-gov,119838,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,10,United-States
25,Without-pay,185942,5th-6th,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States
35,Private,155611,5th-6th,9,Never-married,Craft-repair,Unmarried,White,Female,114,0,40,United-States
52,Private,152811,10th,6,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States
43,Private,104196,Some-college,10,Separated,Adm-clerical,Husband,White,Female,0,0,40,United-States
30,Local-gov,325658,HS-grad,9,Never-married,Exec-managerial,Husband,White,Male,0,0,40,Scotland
22,Local-gov,195532,Assoc-voc,10,Married-spouse-absent,Protective-serv,Other-relative,White,Female,0,0,43,United-States
44,Federal-gov,266135,7th-8th,13,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,50,Holand-Netherlands
34,Federal-gov,849857,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Nicaragua
23,Federal-gov,60331,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States
19,Self-emp-not-inc,225775,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
62,Self-emp-inc,243733,Prof-school,14,Widowed,Prof-specialty,Not-in-family,White,Male,7298,0,70,Poland
24,State-gov,147719,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,20,India
31,Private,136651,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico
25,Private,150804,HS-grad,9,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Columbia
41,Private,222504,Masters,15,Divorced,Prof-specialty,Unmarried,White,Female,0,0,38,United-States
40,Without-pay,355918,Bachelors,13,Married-spouse-absent,Craft-repair,Husband,White,Female,0,0,50,United-States
19,Private,198663,HS-grad,9,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States
44,Private,222703,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,Scotland
22,Private,376393,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,30,United-States
63,Self-emp-inc,110890,10th,14,Separated,Protective-serv,Not-in-family,White,Male,0,0,70,United-States
51,Local-gov,162238,Some-college,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,47,United-States
27,Self-emp-not-inc,151382,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States
59,State-gov,186308,Masters,14,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,50,United-States
30,Self-emp-not-inc,348618,9th,5,Married-civ-spouse,Protective-serv,Husband,Other,Male,0,0,40,Mexico
21,Private,213041,1st-4th,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Yugoslavia
26,Private,291968,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States
38,Local-gov,227154,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Mexico
38,Private,117528,Bachelors,13,Never-married,Other-service,Husband,White,Female,0,0,45,United-States
26,State-gov,239303,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,3942,0,7,Holand-Netherlands
35,Self-emp-inc,282461,Preschool,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,50,United-States
44,Private,197344,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,50,Thailand
29,Private,225024,10th,9,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States
33,Self-emp-not-inc,93056,7th-8th,4,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
26,Private,366889,HS-grad,9,Married-AF-spouse,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
57,Private,161642,HS-grad,9,Divorced,Sales,Husband,Black,Male,0,0,45,Ecuador
35,Private,42044,Some-college,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,United-States
38,Federal-gov,217349,11th,11,Married-AF-spouse,Prof-specialty,Own-child,White,Female,14344,0,40,United-States
28,Private,308995,Assoc-voc,10,Married-AF-spouse,Adm-clerical,Own-child,Black,Female,0,0,40,Jamaica
21,Private,249150,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,24,United-States
29,Private,338270,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Male,0,0,40,United-States
34,State-gov,429897,Bachelors,13,Separated,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,45,United-States
51,Private,179479,Doctorate,9,Widowed,Exec-managerial,Husband,Other,Female,3325,0,40,United-States
21,Private,303187,Some-college,10,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,40,Holand-Netherlands
24,Self-emp-not-inc,325596,5th-6th,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States
42,Federal-gov,200610,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,60,United-States
20,Self-emp-not-inc,112137,Some-college,10,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,0,20,South
59,Private,247187,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
65,Self-emp-inc,146454,5th-6th,14,Widowed,Prof-specialty,Husband,White,Female,0,1648,4,Greece
40,Private,199599,10th,6,Married-spouse-absent,Handlers-cleaners,Husband,White,Female,0,0,40,United-States
43,State-gov,144811,Prof-school,15,Divorced,Tech-support,Not-in-family,White,Female,0,0,50,United-States
25,Private,344804,5th-6th,3,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico
51,Private,144084,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States
50,Self-emp-not-inc,185407,Assoc-voc,11,Married-spouse-absent,Tech-support,Other-relative,Asian-Pac-Islander,Male,0,0,38,United-States
46,Private,188861,Some-college,10,Never-married,Transport-moving,Husband,White,Male,0,0,40,United-States
44,Private,112656,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States
31,Private,27494,Some-college,10,Married-civ-spouse,Sales,Husband,Other,Male,0,0,50,Taiwan
19,Local-gov,202951,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States
22,Private,146540,11th,7,Never-married,Craft-repair,Wife,White,Male,0,0,50,Italy
54,Self-emp-not-inc,261207,Masters,4,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,Cuba
29,Local-gov,187649,HS-grad,9,Separated,Protective-serv,Other-relative,White,Female,0,0,40,Peru
19,Private,169853,Prof-school,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,24,United-States
40,Self-emp-inc,102576,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,55,Nicaragua
25,Private,202033,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States
38,Private,165579,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Male,0,0,45,United-States
48,Private,324655,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
33,Private,356015,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,35,Hong
37,Federal-gov,229647,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,42,United-States
41,Private,294270,9th,5,Never-married,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,35,United-States
51,Self-emp-not-inc,181179,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,25,United-States
33,Private,212980,HS-grad,9,Divorced,Adm-clerical,Own-child,Black,Female,0,0,40,United-States
28,Self-emp-not-inc,329426,Preschool,13,Married-spouse-absent,Tech-support,Not-in-family,White,Male,0,0,50,United-States
36,Self-emp-not-inc,140327,Some-college,9,Separated,Sales,Wife,Black,Female,7298,0,35,Hungary
44,Without-pay,147265,Masters,14,Separated,Prof-specialty,Husband,White,Male,0,0,40,Thailand
25,Local-gov,334267,Some-college,10,Married-AF-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
37,Without-pay,190105,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,55,United-States
52,Federal-gov,317032,HS-grad,9,Married-AF-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
33,Local-gov,393702,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
40,Local-gov,163455,Prof-school,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,55,United-States
34,Local-gov,127651,Bachelors,13,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States
25,Self-emp-not-inc,263300,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States
36,Private,659504,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,45,United-States
36,Private,178322,HS-grad,9,Married-civ-spouse,Transport-moving,Unmarried,Asian-Pac-Islander,Male,0,0,40,United-States
56,Self-emp-inc,258579,5th-6th,14,Separated,Exec-managerial,Husband,White,Male,0,0,50,United-States
28,Private,136077,Some-college,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Poland
51,Local-gov,123325,10th,15,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
48,Local-gov,273402,Preschool,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1902,40,Holand-Netherlands
38,Local-gov,172571,5th-6th,10,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States
46,Local-gov,155659,1st-4th,7,Married-civ-spouse,Craft-repair,Wife,White,Male,0,1902,40,United-States
43,Private,108945,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,38,United-States
41,Local-gov,175883,HS-grad,9,Widowed,Transport-moving,Husband,White,Male,0,0,60,United-States
57,Self-emp-not-inc,25124,Prof-school,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States
34,Private,554206,HS-grad,9,Separated,Priv-house-serv,Not-in-family,White,Male,0,0,20,United-States
53,Private,177727,5th-6th,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States
51,Without-pay,249449,Bachelors,13,Married-AF-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
60,Self-emp-not-inc,181196,Some-college,10,Divorced,Exec-managerial,Husband,White,Female,0,0,40,United-States
48,Self-emp-not-inc,194526,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States
34,State-gov,169708,Doctorate,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
19,State-gov,61710,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,0,12,United-States
38,Private,179488,Bachelors,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
59,Self-emp-not-inc,359292,1st-4th,2,Divorced,Machine-op-inspct,Husband,White,Female,0,0,40,Mexico
35,State-gov,61518,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States
34,Self-emp-inc,79586,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Other,Male,0,0,60,United-States
23,Private,306309,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
27,Local-gov,332249,HS-grad,9,Never-married,Farming-fishing,Other-relative,White,Male,0,0,40,United-States
43,Private,173321,5th-6th,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
47,Self-emp-not-inc,216657,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States
18,Local-gov,55658,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States
21,Private,143604,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,8,United-States
23,Private,315065,10th,6,Never-married,Other-service,Unmarried,White,Male,0,0,60,Mexico
34,Private,202498,12th,8,Married-civ-spouse,Other-service,Husband,White,Female,0,0,40,Dominican-Republic
49,Private,80914,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States
50,Private,193884,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico
