ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
5002,500000,A,C,B,45,K,K,<nil>,K,I,I,5307,6583,5650,4472,67798,65653,6616,5678,4495,67969,65814,38464,B
12409,80000,B,C,B,30,A,<nil>,A,A,A,B,38370,39448,58788,62814,61682,65644,2000,20000,5000,0,5010,2500,B
14074,50000,A,D,C,31,A,A,A,A,A,A,49415,49547,15464,15701,12192,12515,1278,1195,432,443,526,291,A
4725,180000,B,C,C,46,A,<nil>,A,A,A,A,35916,30711,27555,26574,23123,30680,1711,1300,7504,1123,13000,0,A
6995,410000,B,<nil>,C,28,C,K,K,C,<nil>,A,407490,415276,384242,343283,320407,328827,16195,15282,15164,12005,15000,10507,A
28972,150000,B,<nil>,C,31,A,A,A,A,A,A,22723,22060,25195,24497,24791,25462,0,3500,0,1000,1071,950,A
9406,90000,A,C,B,42,K,K,K,K,I,I,390,0,-390,-780,780,0,0,0,0,1560,0,0,A
7509,10000,B,B,C,51,A,A,A,A,A,A,53095,54562,5428,7928,6091,0,2134,1000,2500,122,0,0,A
70,20000,A,<nil>,C,22,A,A,A,J,A,A,18565,17204,17285,18085,11205,5982,0,1200,1000,500,1000,0,A
17692,150000,B,B,C,43,A,A,A,A,A,A,885,-123,-123,240,123,123,123,0,363,0,123,123,A
1740,20000,A,<nil>,C,25,A,A,A,B,A,A,15789,21698,21054,20355,19980,3470,6500,0,0,10000,25065,177,A
22850,180000,B,B,C,39,A,A,A,A,A,A,0,0,0,0,0,0,0,0,0,0,0,0,A
23465,20000,A,F,A,32,A,A,<nil>,H,A,A,8217,9910,12146,11954,14750,14371,2000,2400,600,3000,0,600,B
17532,180000,A,C,B,35,K,K,K,A,A,A,1264,176,1247,0,0,0,176,1247,0,0,0,1768,A
16788,30000,B,D,C,32,A,A,A,C,A,A,12452,13439,14420,15838,17331,16973,1500,1500,2000,2000,0,3600,B
22305,100000,B,C,C,30,A,A,<nil>,A,<nil>,A,98048,97585,84514,85496,69656,61532,3903,8000,5000,4000,3000,2300,A
23307,20000,B,D,C,40,A,A,A,A,A,A,18244,17670,17105,18335,10415,8526,0,0,2001,3000,3000,3000,A
11271,20000,B,C,C,34,B,J,J,K,J,J,0,0,0,0,0,8081,0,0,0,0,8081,0,B
16341,170000,B,G,C,38,A,A,A,A,A,A,4202,5146,6494,1264,948,632,1336,2000,1264,0,0,0,A
228,20000,B,E,C,37,A,A,A,A,A,A,16455,16511,18902,18768,18650,19175,1609,3000,663,676,834,782,A
14235,100000,B,<nil>,C,27,A,A,A,A,A,A,14712,19142,37882,40882,45683,5765,5000,20000,3000,5000,2000,2000,A
9210,230000,A,D,B,40,K,K,K,K,I,I,1856,32254,4805,1600,4712,3466,32254,4819,1600,4712,3466,3199,A
14861,80000,B,C,C,34,A,A,A,A,A,A,78489,76697,74847,79620,78257,79953,0,0,6000,0,3200,3000,A
12066,260000,B,B,C,43,J,K,J,J,J,A,-10,5172,2800,3804,5009,3035,5182,9,2998,5034,3050,2965,A
1865,420000,B,<nil>,C,35,A,A,A,A,A,A,7572,18847,16615,14156,9058,3281,18920,16615,14156,9058,3281,5971,A
11072,450000,B,B,D,37,J,K,J,J,J,A,324,302,5018,317,1614,324,303,5041,1,1622,325,316,A
20832,80000,B,D,C,42,A,A,A,A,A,A,390,1780,120,0,0,0,1780,360,0,0,0,0,A
3430,310000,B,B,C,30,J,K,J,J,J,A,-44,-44,8915,-35,7028,-116,0,8959,0,7063,0,23240,A
8920,50000,B,<nil>,C,23,<nil>,C,C,J,B,B,7557,7293,8017,8687,9048,9306,0,1000,810,500,408,500,B
5192,50000,B,E,B,41,F,F,<nil>,C,I,I,390,390,780,390,390,390,390,780,0,390,390,1170,B
21202,20000,A,B,A,30,K,K,J,K,J,A,15556,16987,18406,20795,20175,21265,2000,2000,3000,0,2000,0,A
1813,100000,B,B,A,39,A,A,A,F,A,A,121895,107315,115214,83649,59993,62813,4500,10000,11000,3000,4000,3000,B
9074,110000,B,B,C,35,K,A,A,A,A,A,549,179,1166,790,806,1729,0,1166,0,446,1729,0,A
384,170000,A,C,C,28,A,A,A,D,A,A,2948,3848,5646,5464,5577,5889,1105,1903,0,296,500,95,B
14384,50000,B,B,C,22,J,J,J,J,J,A,64498,58261,401,43091,29842,30601,349,595,54061,32384,1234,1500,A
730,60000,B,B,C,29,K,B,K,I,C,I,546,255,464,1173,732,1023,0,500,1000,0,582,0,B
314,200000,A,D,B,49,A,<nil>,A,D,<nil>,A,52439,51040,56205,54723,58657,59983,0,6000,0,5000,2286,3000,B
18619,30000,A,C,C,26,A,A,A,F,A,A,22364,23732,30699,29727,28834,16361,1753,8500,9,700,1179,138,B
14545,80000,B,C,B,46,A,A,A,C,A,A,81283,80390,79080,77850,80330,80000,2892,3000,5390,4106,3000,0,B
10169,120000,B,B,C,39,A,A,A,A,A,A,51662,30285,24879,29479,27553,14587,10000,6000,5000,7553,14587,1706,A
2827,360000,B,B,C,31,J,K,J,J,J,A,0,18540,9007,9500,8675,6573,18540,10000,10000,9000,6600,32810,A
29699,310000,B,B,C,47,J,J,J,J,J,A,-1874,-2474,-2474,-74,2226,-484,0,0,2400,2300,0,0,A
22499,150000,B,C,C,38,A,A,A,A,A,A,1242,0,0,0,0,0,0,0,0,0,0,0,A
5674,150000,B,C,C,37,<nil>,A,A,A,A,A,111880,106841,102490,103711,104153,103240,4000,3700,3700,3756,3800,3500,A
5263,210000,B,G,C,37,A,A,A,A,A,A,162518,138078,134428,129871,131091,118405,8006,7009,5000,5000,17137,3863,A
3060,180000,B,<nil>,C,26,A,A,A,G,J,A,24464,25332,11991,4394,200,200,1573,3007,4394,200,200,200,A
17075,200000,B,C,C,25,A,<nil>,A,A,A,A,175435,195581,190716,132731,129960,66747,24720,0,6000,40450,13000,5000,A
25178,50000,A,<nil>,B,22,<nil>,E,A,C,A,A,20065,21044,20433,19799,19262,19124,1600,0,0,900,700,700,A
6712,80000,B,C,C,23,A,A,A,K,A,A,6085,4728,5750,1361,1402,1911,1128,1150,1361,1402,1000,344,A
17622,20000,B,B,A,31,K,K,J,J,J,A,416,416,0,416,416,416,416,416,832,416,416,416,A
12646,230000,B,C,C,27,<nil>,A,A,A,A,A,228863,227814,218694,191956,191741,176784,8862,8933,6956,7845,6784,7471,A
4045,180000,B,<nil>,C,30,A,A,A,A,A,A,27225,28245,26743,28943,30943,0,1765,1000,2200,2000,0,0,A
25210,20000,B,<nil>,C,23,A,A,A,A,A,A,17849,15356,17146,16319,15687,16948,2000,2080,2000,600,1500,1000,A
9280,50000,B,F,B,25,B,D,<nil>,F,E,D,-8,37230,10496,3614,2254,1494,18631,1000,0,0,0,0,B
12961,20000,B,B,C,40,A,A,A,A,A,A,20324,18509,20076,20035,14057,0,1500,20000,909,1000,0,0,A
3995,200000,A,B,D,43,K,K,J,K,J,A,9873,-709,10291,0,582,291,0,11000,0,873,0,291,A
8824,430000,B,B,C,34,K,J,J,J,J,A,5149,4588,11164,1531,9848,10178,4600,11220,1531,9902,10202,5926,A
14579,20000,B,<nil>,C,22,A,A,A,E,A,A,18356,0,0,0,0,0,0,0,0,0,0,0,A
12015,80000,A,B,C,37,A,<nil>,A,A,A,A,68553,69191,71918,71534,73344,75218,3000,3310,2200,2400,2500,2400,A
20914,20000,B,B,C,26,<nil>,B,A,J,A,A,8476,10187,9885,11398,12208,11869,2000,0,2000,1000,0,1200,B
26035,230000,A,F,B,30,A,A,A,D,A,J,63064,62725,61465,57637,58172,57560,2800,2158,2610,2022,2064,2038,B
9669,500000,B,B,C,44,K,K,J,K,J,A,367,15272,12925,75667,67609,71946,16652,76146,67697,67609,71946,14000,A
2898,320000,B,C,C,36,A,A,<nil>,A,A,A,146201,129311,112151,84218,76058,24068,5465,3137,52,2384,25094,30011,A
11244,30000,B,B,C,23,E,E,D,C,C,A,29944,29399,28632,30363,29594,30932,206,0,2500,0,2000,0,A
24185,160000,B,B,C,28,J,J,J,J,J,A,157921,144659,154012,151403,115731,113635,6000,25409,30000,5000,5000,4500,A
29649,320000,B,B,C,34,J,K,J,J,J,A,5250,-3,988,6420,7174,-19,0,991,6452,9757,0,3995,A
726,10000,A,C,B,45,A,A,A,F,A,A,7139,8416,9815,9508,9754,10192,1400,1700,0,400,600,200,B
4619,80000,B,G,C,29,A,A,A,A,A,A,73722,75323,64277,45455,42231,42804,3300,2500,1556,1600,1600,1600,A
5408,410000,B,B,C,48,K,K,K,K,I,A,231152,238985,243779,250399,5194,-376,12000,10000,7250,5225,0,1436,A
29771,20000,B,G,B,31,C,G,<nil>,F,A,A,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,B
6921,260000,A,C,C,32,J,J,J,A,J,J,0,0,3210,0,0,2712,0,3210,0,0,2712,0,B
9277,450000,A,B,C,31,K,K,K,K,I,I,3960,4397,2177,17871,11451,3570,4412,2180,17895,11502,3581,37092,A
11551,370000,B,B,C,40,A,A,A,A,A,A,0,0,0,0,0,0,0,0,0,0,0,0,A
9564,300000,A,C,B,33,K,K,K,K,I,I,1496,1496,1496,2490,1996,1494,1500,1500,2494,1006,1498,2003,A
8373,170000,B,B,C,38,A,A,A,A,A,A,71712,70194,43210,23096,23397,27817,3332,7770,5000,3000,5000,25000,A
4448,90000,B,C,A,52,A,A,A,A,A,A,90603,92152,86671,91280,85868,91047,3900,0,6800,0,6500,0,A
7714,310000,B,C,C,34,A,A,A,A,A,A,97196,95832,83123,46342,44693,43296,6000,5000,4000,3000,3000,2000,A
15934,30000,B,C,C,29,A,A,A,A,A,A,25167,25299,22912,14940,9365,1280,1414,1415,1002,200,104,0,A
7812,210000,B,C,C,48,J,J,J,J,J,A,140,140,140,60,120,-20,140,140,60,200,0,0,A
5827,10000,A,C,C,22,A,A,A,H,A,A,2274,3297,4730,5649,7304,8252,1067,1500,1000,1751,1073,2041,B
9751,170000,B,B,D,30,A,A,A,A,<nil>,A,117010,119463,123476,124934,127918,130782,4337,6000,5000,5000,5000,4898,A
23633,210000,B,E,C,43,K,K,J,J,J,A,7605,1170,0,0,0,0,1170,0,0,0,0,3015,A
621,150000,B,C,B,39,A,A,A,A,A,A,36146,36184,37511,33080,30223,31561,3000,3000,3000,2500,2000,2000,A
15534,200000,A,B,B,34,J,K,J,K,J,J,7468,5023,618,605,3098,805,5048,621,608,3114,1003,2164,A
27296,180000,A,B,B,45,J,J,J,J,J,A,0,0,0,0,0,0,0,0,0,0,0,0,B
9255,70000,B,C,C,31,A,A,A,A,<nil>,A,52440,55961,63341,64694,67905,59383,5000,10000,3000,5000,3000,2900,A
16740,200000,B,A,C,48,A,A,A,A,A,A,87035,79529,67675,56519,11884,14343,2915,2646,2208,12503,14869,0,A
26898,360000,B,B,C,31,K,K,J,J,J,A,0,4260,3278,580,580,0,4260,3278,580,0,0,0,A
17474,10000,A,D,B,46,B,K,J,G,J,J,4474,189,3510,3306,3551,5577,0,3510,0,300,2260,2000,B
17004,30000,B,B,C,22,A,A,A,A,A,A,29362,29819,30582,28983,27947,26630,1800,3000,1404,559,533,1000,A
6026,440000,A,B,B,31,A,A,A,<nil>,A,A,274263,267233,360999,149363,142757,119034,0,100006,0,6000,4000,8000,B
5419,180000,B,B,C,50,A,A,A,A,A,A,181624,182765,180769,141352,142078,141695,9021,6126,4856,4990,5133,5002,A
6495,180000,B,C,C,35,<nil>,<nil>,D,B,E,A,-117,2573,-77,-77,1823,227,2690,0,0,1900,230,0,A
12631,80000,B,<nil>,C,27,A,A,A,A,A,A,64561,47041,25439,26140,28833,28459,2176,1299,1000,3000,981,2000,A
1978,230000,B,G,C,26,A,A,A,A,A,A,1200,990,9079,11186,10159,11734,990,8089,2186,1159,1734,1200,A
24899,50000,A,<nil>,B,35,K,K,K,K,I,I,1000,14300,17820,3800,2241,12241,14300,17820,3800,2241,12500,0,A
20434,110000,B,C,C,26,A,A,A,G,A,A,36770,7611,9275,5751,10592,9701,2000,2000,2000,5000,3470,0,A
28348,310000,B,D,C,37,J,J,J,J,J,A,4052,6514,-3484,-3484,-3484,13833,6514,0,0,0,17317,0,A
21712,50000,B,C,C,23,A,A,A,J,A,A,17976,18254,16428,16986,18579,17317,1564,1589,2000,3000,0,3000,A
28978,80000,B,A,C,44,K,J,J,J,J,A,-60,2400,595,1810,737,2555,2460,595,1815,737,2555,4290,A
7752,90000,B,C,C,40,A,A,A,A,<nil>,A,89762,90395,87428,61778,68248,66997,3000,2773,2402,7660,0,2711,A
10835,270000,B,C,C,52,A,A,<nil>,A,A,A,18758,4937,2000,9078,5058,6177,4937,2000,9078,0,6177,4600,A
28720,360000,A,A,B,39,C,J,C,C,B,B,366965,-17710,-17706,301085,307035,63451,12709,1393,319494,13079,2438,2599,B
16735,20000,A,D,B,40,A,A,A,A,A,A,8151,9011,10858,12670,13157,13742,1153,2000,2000,1000,800,1000,A
14881,120000,B,C,C,32,C,K,C,C,B,A,110826,113572,114719,115736,117729,120601,6000,4500,4400,4000,5000,4700,A
20688,180000,B,C,C,28,C,K,K,C,B,A,175154,175790,153515,130864,131569,128983,5100,50,14500,4500,296,4500,A
26476,120000,A,C,B,52,A,A,A,C,A,J,123184,117849,120471,117218,116871,122192,0,6100,5700,4500,9000,4700,B
7725,90000,A,C,A,23,C,D,D,I,B,B,11495,10764,11304,9601,10050,8304,1200,3000,0,2000,0,2000,B
27387,140000,B,C,D,44,A,A,A,E,<nil>,A,84371,85119,86901,89583,90432,92332,3046,3153,4126,3231,3351,3400,B
16135,60000,A,B,C,28,B,<nil>,K,J,I,I,0,1672,836,836,780,390,1672,836,0,780,390,0,B
29946,30000,A,C,C,42,A,A,A,A,A,A,28658,28281,29826,28572,9072,0,1656,3000,1000,500,0,0,A
2816,50000,A,C,C,49,A,A,<nil>,A,A,A,43342,44441,45390,46310,47262,48219,2100,2000,1113,1143,1159,1381,A
16648,70000,B,D,C,40,A,A,A,A,A,A,41986,31059,23283,11523,23516,1600,1455,1278,1000,235,1600,4316,A
21381,50000,B,F,B,54,A,H,<nil>,C,A,A,48556,49240,48647,36411,32087,22909,1804,2045,1314,1268,0,2436,B
2783,360000,B,<nil>,C,33,A,A,A,A,A,A,31482,31805,18203,13122,11547,10949,5119,5007,5002,5005,5024,4543,A
25218,50000,B,C,C,24,A,A,A,G,A,A,53159,50465,50744,41232,14459,17225,2000,2097,2224,1000,3000,633,A
7259,210000,B,<nil>,C,35,A,A,A,A,A,A,25806,5861,1666,1010,300,300,1035,1666,1010,300,0,4817,A
27424,50000,B,D,C,44,A,A,A,A,A,A,19951,17221,15816,13983,13638,10657,1282,1253,1170,535,387,405,A
5529,70000,B,B,C,30,A,<nil>,A,A,A,A,6749,64626,47161,27534,26660,27022,64626,3000,0,946,1424,1000,A
2513,340000,A,C,B,34,K,K,K,K,I,I,332,332,332,142202,139245,116431,332,332,142402,6,20032,3022,B
12278,60000,A,D,B,39,A,A,A,A,A,A,36343,27996,25656,16907,15837,11195,5140,3008,3000,6000,2000,3000,A
12919,300000,B,B,D,39,K,I,C,B,B,B,27459,34405,3283,3961,24306,22644,8000,0,3961,24306,0,7651,B
23176,290000,B,A,C,41,A,A,A,A,A,A,286391,140960,112394,113459,123967,131735,10000,5620,10000,20000,10000,10000,A
18145,200000,B,B,C,30,A,A,A,A,A,A,8985,247,6015,34314,23403,-1839,805,6144,34418,230,1839,0,A
22435,60000,B,D,C,45,<nil>,A,A,A,A,A,26350,23908,24215,17728,18087,17730,1413,1500,1173,532,597,469,A
28947,500000,A,D,B,37,A,A,A,I,A,A,6694,17470,15091,1587,61385,56252,17470,15091,1587,61385,0,56733,B
20363,100000,A,B,B,37,A,A,A,A,A,A,99516,87274,96414,74161,45585,40178,10184,20000,5150,5000,10000,10000,B
9285,20000,A,B,C,24,A,A,A,A,A,A,15036,16069,16774,17266,17539,18033,1580,1280,770,700,785,600,A
21162,90000,B,C,C,34,A,A,A,A,A,A,74012,76777,78594,39209,40057,40744,4600,4300,2700,1500,1400,2000,A
24957,60000,B,C,C,31,A,A,A,A,A,A,53954,57469,37861,60993,2343,6707,5000,5000,25500,3000,6000,5000,A
55,150000,B,B,C,29,A,A,A,A,A,A,46224,34993,31434,26518,21042,16540,1600,1718,1049,1500,2000,5000,A
18054,180000,A,C,B,39,K,K,J,K,J,A,5086,5661,0,0,0,0,5668,0,0,0,0,0,A
19193,200000,B,B,C,38,J,K,J,J,J,A,2571,2772,2571,2571,2571,2571,2772,2571,2571,2571,2571,2571,A
15177,100000,B,<nil>,C,24,A,A,A,A,A,A,85343,83855,78703,76544,75360,76507,2916,3000,3000,3000,3000,2700,A
3464,30000,B,A,C,22,F,<nil>,A,H,A,A,-854,29393,27390,2390,780,24310,33404,1000,2390,0,48620,156,A
6707,160000,B,B,C,35,B,J,J,J,J,A,-200,-200,0,6171,0,0,0,200,6171,0,0,0,A
15042,350000,B,B,C,39,J,J,J,J,J,A,3948,4368,5339,0,0,0,2184,10678,0,0,0,0,A
13762,100000,B,B,C,35,A,A,A,A,A,A,99031,90779,84891,76232,77833,74885,3300,4300,3000,2626,2913,2600,A
2848,180000,B,C,C,25,A,A,A,J,A,A,141836,140792,144021,146539,149286,151900,5124,6000,5300,5500,5500,6000,A
5486,30000,B,C,A,28,C,E,C,A,B,B,300,300,300,300,1300,1150,0,0,0,1000,150,0,B
16552,100000,A,B,C,29,K,K,J,K,J,A,0,4586,2476,7845,13164,671,4586,2863,7845,7000,671,671,A
10878,80000,A,D,C,26,A,A,A,A,A,A,40931,44374,43365,44143,45079,45977,4100,0,1800,1800,1800,2000,A
14980,50000,B,C,C,55,A,A,A,C,A,A,21133,21793,19641,15848,16026,16359,1325,1506,713,582,600,607,B
28821,30000,B,D,C,46,A,A,A,A,A,A,29213,17064,16465,16977,0,0,5064,0,5047,0,0,0,A
4033,170000,B,E,B,45,A,A,A,A,A,A,165243,156688,151405,127090,126388,126399,7067,6443,4617,4711,4673,4603,A
26139,100000,A,D,C,29,A,A,A,J,A,J,57214,58666,58643,58589,62586,64519,3000,1500,1500,5600,3100,2000,B
25424,200000,B,B,C,30,K,K,J,J,J,A,10225,9468,30250,5215,90,5690,9468,30250,5215,90,6198,2440,A
29393,420000,B,B,C,29,A,A,A,A,A,A,16127,12074,85269,86388,87153,88957,1322,90499,3122,2915,3000,3150,A
5071,180000,B,C,C,48,K,K,K,K,I,A,11054,11272,26680,27988,1480,22133,11272,26703,27988,1480,22133,0,A
24596,380000,B,B,C,33,A,A,<nil>,A,A,A,77994,79099,80828,82583,84687,84832,3000,3000,3100,3500,3500,3200,A
2860,190000,A,B,D,28,J,J,<nil>,A,A,A,0,0,0,0,0,0,0,0,0,0,0,828,A
13496,420000,B,C,C,39,A,A,A,A,A,A,204984,209929,190689,173547,176980,180109,8006,7000,6000,6500,6500,10000,A
28383,80000,A,D,C,31,A,A,A,A,A,A,56195,60067,58535,59730,61236,70617,4808,0,2169,2500,10400,0,A
899,90000,A,E,A,51,A,A,A,F,A,A,11315,12340,13349,14276,13904,14184,1212,1221,1148,0,510,525,B
12748,50000,A,B,C,31,A,A,A,A,A,A,50758,49517,49528,44768,40295,33088,2501,2005,1312,1614,1706,0,A
25484,100000,A,C,B,28,B,E,J,H,J,A,0,0,0,0,0,0,0,0,0,0,0,0,B
1723,90000,B,C,B,44,A,A,A,C,A,A,89875,92338,87511,47796,48306,49054,4000,4200,1700,1800,2083,1827,B
15944,340000,B,B,C,33,A,A,A,A,A,A,63201,68466,64478,67271,62269,56502,8100,0,5000,5000,0,10000,A
25439,500000,B,B,C,30,A,A,A,A,<nil>,A,137243,129722,128006,125294,92276,96112,5000,5116,5000,5000,5000,5000,A
27618,30000,B,C,C,22,A,A,A,A,A,A,16549,17085,17003,7150,6508,8459,1500,1396,2000,178,2000,2000,A
20819,130000,B,C,B,48,J,J,J,J,J,A,1115,1897,1020,3640,948,9071,1902,1023,3650,950,9093,4,A
16883,150000,B,C,C,38,J,<nil>,<nil>,J,J,A,6682,2659,2178,1536,626,621,2669,2184,1542,626,621,1591,A
13591,200000,A,B,B,53,K,K,K,K,I,I,513,974,4271,3696,0,2099,974,4271,3696,0,2099,7784,A
3738,480000,B,B,C,44,A,A,A,A,A,A,350110,316685,312615,316685,302248,311651,14082,15023,15098,10008,15045,20164,A
7829,50000,A,C,C,26,A,A,A,J,J,J,5385,4754,-43,1757,-765,18032,2000,0,1800,0,19000,4000,A
19515,210000,A,C,B,30,K,K,K,K,I,I,0,0,474,17171,16625,17030,0,474,17171,0,800,5000,A
29217,10000,B,D,C,23,A,A,A,E,A,A,8604,8594,9259,9733,9528,9513,1600,1351,1215,400,200,166,A
10697,20000,B,B,B,26,A,A,A,F,A,A,11065,11788,13082,13498,14278,13899,1206,1500,634,1151,0,514,B
14379,50000,B,D,A,26,A,A,A,A,A,A,41827,42650,45930,44891,47654,48721,1800,4000,0,3500,2000,0,B
7153,210000,B,C,C,34,A,A,A,A,A,A,74261,75602,76062,76287,76971,77737,3500,3300,3000,3000,3000,3000,A
20945,530000,B,B,C,30,A,<nil>,A,A,A,A,205848,214022,393664,235392,232640,239004,13000,20000,10000,10000,10000,9000,A
27165,50000,A,C,C,42,A,A,A,A,A,A,7217,8291,9649,10975,11292,11610,1200,1500,1500,500,500,500,A
20602,170000,B,B,C,28,J,J,J,J,J,A,169763,166286,162330,110034,97018,96056,6300,8138,4206,3366,3421,3642,A
24980,50000,B,C,C,43,A,A,A,A,A,A,39722,40759,43096,44151,3361,3593,1700,3000,2350,1000,286,1000,A
19694,70000,A,F,B,49,A,<nil>,A,F,A,A,64049,66079,67488,58246,48859,46688,3700,3100,2200,1600,1850,1800,B
914,30000,A,D,B,45,A,A,A,A,A,A,17187,24045,23180,22000,22000,0,7900,0,0,0,0,0,A
21695,150000,B,B,C,25,J,J,J,J,J,A,0,1145,2580,0,0,0,1145,2580,0,0,0,0,A
16099,70000,A,D,B,46,A,E,C,E,B,B,24036,25035,25930,26206,26477,27404,1700,1600,1000,1000,1500,0,B
28288,70000,A,C,C,32,A,A,A,K,A,A,67955,58404,50036,36908,29439,19494,3007,1794,2000,967,1000,870,B
18000,30000,B,C,D,36,A,A,A,C,A,A,13208,13692,14176,14642,15397,16147,1000,1000,1000,1000,1000,1000,B
23314,220000,B,B,C,31,B,K,J,J,J,A,232,0,0,0,0,500,0,0,0,0,500,0,A
13244,200000,B,C,C,32,<nil>,A,A,A,A,A,9864,5114,499,499,499,0,0,499,0,0,0,0,A
20556,60000,B,<nil>,C,28,A,A,A,A,A,A,59059,50579,24193,23511,24019,24481,3800,1900,0,1200,1000,3500,A
26000,20000,B,<nil>,C,33,A,A,A,A,A,A,10001,20844,5760,3343,1510,0,2000,1500,1007,7,0,0,A
9780,150000,B,C,C,25,A,A,A,A,A,A,150562,148689,147296,144927,54116,6072,5196,3171,3699,69245,1030,0,A
15728,50000,A,C,C,22,A,A,A,A,A,A,50784,50670,50222,20013,39721,30526,2300,2000,1682,41803,1261,1200,A
28786,230000,A,E,B,42,K,K,K,K,I,I,390,390,390,390,240,930,390,390,390,240,1080,0,A
26564,50000,B,D,C,56,A,A,A,A,A,A,48155,49157,50417,48371,15417,16194,1798,2058,1683,600,1017,20698,A
28411,240000,B,<nil>,C,28,J,J,J,J,J,A,1154,1154,0,1954,0,0,1154,0,1954,0,0,0,A
18184,200000,B,B,C,45,J,K,J,J,J,A,3659,1710,5033,1125,1088,4469,1718,5069,1130,1093,4491,0,A
23785,210000,A,C,C,56,K,K,K,K,I,I,25487,6655,6355,18543,6022,1334,6655,6359,18543,6022,1334,3864,A
4971,110000,B,C,C,36,A,A,A,A,A,A,109345,111980,111563,106625,48631,49724,4400,4200,4406,1800,1900,1900,A
20730,280000,B,D,B,46,A,A,A,A,A,A,14186,2752,41673,33715,16955,13500,2836,41721,2090,356,67,8162,A
15799,50000,A,C,A,27,A,A,A,A,A,A,52180,51009,49025,38697,18561,18952,0,2080,1600,657,683,838,A
25878,200000,A,B,C,47,<nil>,K,<nil>,K,I,I,30177,2039,174406,133073,45373,973,2061,175000,133100,46000,1000,0,A
8455,80000,A,B,B,29,D,<nil>,C,C,B,B,0,0,8061,8061,9390,4337,0,8061,0,9390,4500,0,B
28787,200000,A,B,C,36,K,K,K,K,I,I,8812,15189,6205,37658,696,1430,15234,6225,38150,2,1434,2265,A
6843,20000,A,C,C,25,C,C,C,C,B,B,15522,16469,15907,17140,16724,18438,1500,0,1500,0,2000,1500,A
26367,230000,B,<nil>,C,38,A,A,A,A,A,A,217578,224020,227311,184500,128190,130883,9840,8750,7470,4540,4710,4750,A
15817,150000,B,B,C,27,J,J,J,J,J,A,5200,1689,-17,3996,2278,1132,1689,0,4013,2278,1132,4721,A
20835,270000,A,B,C,33,K,J,J,K,J,A,288,765,1277,42402,33855,32349,765,1004,42522,1026,10000,1041,A
6914,60000,B,C,C,39,A,A,A,A,A,A,59929,35338,22856,22122,19531,16594,2110,2000,200,467,500,4100,A
2096,150000,B,C,C,36,A,A,A,A,A,A,83853,87227,96253,93562,96510,63417,5000,11700,0,5000,2500,5000,A
7987,50000,A,B,C,54,A,<nil>,A,A,A,A,48768,49419,17303,17647,18016,18375,2173,1287,631,653,658,832,A
18917,50000,B,<nil>,C,29,A,A,A,A,A,A,17250,8560,4725,8933,11784,9927,8560,1600,8933,11784,199,8287,A
6291,50000,B,C,C,22,A,A,A,B,A,A,38604,36684,33826,30387,28850,29022,1575,1757,1047,1042,1036,1039,A
19438,200000,B,C,C,30,A,A,A,A,A,A,148646,132606,136183,127438,124816,92037,5000,8500,3500,3000,25000,70000,A
18903,50000,B,B,C,28,K,K,J,J,J,A,1019,1672,836,836,836,1517,1672,836,0,836,1517,1394,A
15103,50000,A,B,C,40,A,A,A,A,A,A,25667,26441,27213,28521,28458,29053,1500,1500,1771,1500,1053,1093,A
29712,30000,B,C,C,38,A,A,A,A,A,A,29770,27400,28935,28934,30313,30330,6000,2273,780,2635,1033,611,A
17442,30000,A,C,A,34,K,K,K,K,I,I,29678,28878,26758,27462,28014,29826,0,1751,1455,1007,2268,0,B
2246,180000,B,<nil>,C,32,K,G,K,K,E,A,396,712,712,712,1424,712,712,712,712,1424,0,5366,A
26629,50000,B,D,C,26,A,A,A,A,A,A,50316,48987,49299,48103,48669,48507,3000,3000,2200,2000,2000,2300,A
3939,260000,B,C,C,44,A,A,A,A,A,A,36048,37157,38040,33882,34589,35397,1688,1571,1213,1253,1381,1166,A
1154,150000,B,B,C,30,K,J,J,J,J,A,10705,5416,5162,4068,249,249,1000,5162,1000,249,249,5565,A
12485,70000,A,C,A,24,A,A,A,A,A,A,49169,48960,49864,48481,46946,47958,1840,1744,2001,2000,1800,1706,A
26889,360000,B,<nil>,C,33,A,A,A,A,A,A,206597,211687,198245,217320,2500,0,10022,25045,33124,5180,0,0,A
1085,80000,B,C,C,23,A,A,A,D,A,A,57314,58489,50452,51573,49061,33931,2145,2000,2012,2049,2008,1217,A
3506,150000,B,B,C,27,A,A,A,A,A,A,30585,30138,0,0,0,0,6000,0,0,0,0,0,A
11500,220000,A,B,C,33,K,K,J,K,J,A,0,2500,0,0,0,0,2500,0,0,0,0,0,A
14274,200000,B,B,C,42,A,A,A,A,A,A,163340,168701,172074,173907,184067,180612,8000,8000,6500,13500,0,7000,A
24047,130000,B,<nil>,C,25,A,A,A,A,A,A,39074,39767,38680,5654,1938,522,1766,1521,3100,0,10,0,A
